fileName|text_x|normalizedTest_x
chunk_0270| things in life, their lives are freed up to include more happiness. The Buddha showed that| things in life, their lives are freed up to include more happiness. The Buddha showed that
chunk_0271| that in the end, even suffering leads to happiness. When we suffer,| that in the end, even suffering leads to happiness. When we suffer,
chunk_0272| tend to question reality more than when we are self-satisfied. This leads to a kind of inner confidence| tend to question reality more than when we are self-satisfied. This leads to a kind of inner confidence
chunk_0273| and knowledge. This eventually leads us to question things and to find the ultimate truth for ourselves| and knowledge. This eventually leads us to question things and to find the ultimate truth for ourselves
chunk_0274| without any teachings or dogma of any kind whatsoever. This in turn leads to liberation, acceptance, and| without any teachings or dogma of any kind whatsoever. This in turn leads to liberation, acceptance, and
chunk_0275| and joy. According to the Buddha, our joy will not be found in pursuit of success, power, or money.| and joy. According to the Buddha, our joy will not be found in pursuit of success, power, or money.
chunk_0276| The joy comes naturally from within. In fact, it is our natural state. Our own self-created suffering is all that suffers| The joy comes naturally from within. In fact, it is our natural state. Our own self-created suffering is all that suffers
chunk_0277| us from this natural joy. Tolerance. Buddhists are arguably the most tolerant| us from this natural joy. Tolerance. Buddhists are arguably the most tolerant
chunk_0278| people in the world as a group. They tolerate the beliefs and feelings of others rather than insisting on their own| people in the world as a group. They tolerate the beliefs and feelings of others rather than insisting on their own
chunk_0279| views. They do not engage in religious warfare and prefer not to argue about their point of view. The teachings of the Bible are not the only things that are important to them. They are also| views. They do not engage in religious warfare and prefer not to argue about their point of view. The teachings of the Bible are not the only things that are important to them. They are also
chunk_0280| of the Buddha appealed to common sense, rationality, and even-mindedness. They| of the Buddha appealed to common sense, rationality, and even-mindedness. They
chunk_0281| avoid religious extremism. Aldous Huxley, author of The Doors of Perception, wrote, alone| avoid religious extremism. Aldous Huxley, author of The Doors of Perception, wrote, alone
chunk_0282| of all the great world religions, Buddhism makes its way without persecution, censorship, or inquisition.| of all the great world religions, Buddhism makes its way without persecution, censorship, or inquisition.
chunk_0283| In all these respects, its record is enormously superior to that of| In all these respects, its record is enormously superior to that of
chunk_0284| other religions, which made its way among people wedded to materialism, and which was able to justify the bloodthirsty tendencies| other religions, which made its way among people wedded to materialism, and which was able to justify the bloodthirsty tendencies
chunk_0285| of its adherents by an appeal to savage Bronze Age literature. Buddhism is| of its adherents by an appeal to savage Bronze Age literature. Buddhism is
chunk_0286| saturated with the spirit of free inquiry and complete tolerance. Instead of hard commandments instructing followers what they| saturated with the spirit of free inquiry and complete tolerance. Instead of hard commandments instructing followers what they
chunk_0287| may or may not do, it offers wise guidance, counsel, and invites people to see the truth for themselves.| may or may not do, it offers wise guidance, counsel, and invites people to see the truth for themselves.
chunk_0288| One of the most important ideas relating to tolerance is the deep insight that violence and anger| One of the most important ideas relating to tolerance is the deep insight that violence and anger
chunk_0289| cannot be conquered by violence and anger. Only love can conquer them.| cannot be conquered by violence and anger. Only love can conquer them.
chunk_0290| Hatred is not appeased by hatred. By love alone is hatred appeased.| Hatred is not appeased by hatred. By love alone is hatred appeased.
chunk_0291| This is the eternal law. Different kinds of Buddhism. If there is any religion in the world that could respond| This is the eternal law. Different kinds of Buddhism. If there is any religion in the world that could respond
chunk_0292|" to the needs of modern science, it would be Buddhism."" Albert Einstein Buddhism has changed and developed in a number"|" to the needs of modern science, it would be Buddhism."" Albert Einstein Buddhism has changed and developed in a number"
chunk_0293| of different ways since the death of the famous man, Siddhartha Gotama, who became the Buddha.| of different ways since the death of the famous man, Siddhartha Gotama, who became the Buddha.
chunk_0294| were further spread by his faithful students, and over the years, they have reached all over the globe. As the teachings see,| were further spread by his faithful students, and over the years, they have reached all over the globe. As the teachings see,
chunk_0295| into various cultures, they gained much, lost much, and adapted to the lives| into various cultures, they gained much, lost much, and adapted to the lives
chunk_0296| of very different cultures in Asia and beyond. Over 2,500 years, many different elements have been combined| of very different cultures in Asia and beyond. Over 2,500 years, many different elements have been combined
chunk_0297| with the original core message. Unlike certain religious teachings and sects, the Buddhist way is based largely on one's personal experience| with the original core message. Unlike certain religious teachings and sects, the Buddhist way is based largely on one's personal experience
chunk_0298| and practice, and it isn't very concerned with dogma, differences of approach, and theology. This means that| and practice, and it isn't very concerned with dogma, differences of approach, and theology. This means that
chunk_0299| a student of one branch of Buddhism will be completely comfortable in the ways of another branch and there is no division or animosity.| a student of one branch of Buddhism will be completely comfortable in the ways of another branch and there is no division or animosity.
chunk_0300| between them. It is not about one form being more correct or truer than another.| between them. It is not about one form being more correct or truer than another.
chunk_0301| The approaches are different in practical day-to-day ways. The main divisions of Buddhism are Thirvāda, Mahāyāna,| The approaches are different in practical day-to-day ways. The main divisions of Buddhism are Thirvāda, Mahāyāna,
chunk_0302| Vajrayana, and Zen Buddhism. Let's take a look at each one briefly to get a better idea.| Vajrayana, and Zen Buddhism. Let's take a look at each one briefly to get a better idea.
chunk_0303| Thirvada. This is the most ancient form of Buddhism, popular in Southeast Asia and countries such as Thailand,| Thirvada. This is the most ancient form of Buddhism, popular in Southeast Asia and countries such as Thailand,
chunk_0304| Myanmar, Burma, Cambodia, and Laos.| Myanmar, Burma, Cambodia, and Laos.
chunk_0305| literally means Doctrine of the Elders and is based on the early Pali writings, the Tipitaka, that recorded much| literally means Doctrine of the Elders and is based on the early Pali writings, the Tipitaka, that recorded much
chunk_0306| of what Buddha said and did. This form is probably the strictest and most severe of the lot and places much emphasis| of what Buddha said and did. This form is probably the strictest and most severe of the lot and places much emphasis
chunk_0307| emphasis on meditation. The goal of existence is seen as to escape from this world of suffering into the eternal| emphasis on meditation. The goal of existence is seen as to escape from this world of suffering into the eternal
chunk_0308| eternal peaceful nirvana. It has a certain claim on being the most authentic,| eternal peaceful nirvana. It has a certain claim on being the most authentic,
chunk_0309| version of Buddhism, though that doesn't necessarily mean much. Since enlightenment is a very personal thing, any approach to Buddhism is| version of Buddhism, though that doesn't necessarily mean much. Since enlightenment is a very personal thing, any approach to Buddhism is
chunk_0310| equally valid. Mahayana This offshoot of the original Thirvada teachings| equally valid. Mahayana This offshoot of the original Thirvada teachings
chunk_0311| is more focused on compassion. Traditions in this line of development include Tibetan, Pure Land, and Tantric Buddhism.| is more focused on compassion. Traditions in this line of development include Tibetan, Pure Land, and Tantric Buddhism.
chunk_0312| The Deli Lama comes from this background. The branch is sometimes referred to as the great vehicle.| The Deli Lama comes from this background. The branch is sometimes referred to as the great vehicle.
chunk_0313| or Northern Branch, and contains more speculative metaphysics dealings| or Northern Branch, and contains more speculative metaphysics dealings
chunk_0314| dealing with the nature of reality and enlightenment. At the heart of the Mahayana is the bodhisattva ideal,| dealing with the nature of reality and enlightenment. At the heart of the Mahayana is the bodhisattva ideal,
chunk_0315| A bodhisattva is a being who tries to attain Buddhahood for the benefit of all sentient beings in search of a path leading to the end of life.| A bodhisattva is a being who tries to attain Buddhahood for the benefit of all sentient beings in search of a path leading to the end of life.
chunk_0316| suffering. However innumerable sentient beings are, I vow to say| suffering. However innumerable sentient beings are, I vow to say
chunk_0317| However inexhaustible the defilements are, I value them.| However inexhaustible the defilements are, I value them.
chunk_0318| vowed to extinguish them. However immeasurable the dhammas are, I vowed to master them. However| vowed to extinguish them. However immeasurable the dhammas are, I vowed to master them. However
chunk_0319| incomparable enlightenment is, I vow to attain it. The body| incomparable enlightenment is, I vow to attain it. The body
chunk_0320| Vajrayana. This was the last of the three major branches of Buddhism to form.| Vajrayana. This was the last of the three major branches of Buddhism to form.
chunk_0321| and it provides an accelerated path to enlightenment. In this tradition, the physical and spiritual aspects| and it provides an accelerated path to enlightenment. In this tradition, the physical and spiritual aspects
chunk_0322| of life are seen to be complementary, and the teachings include many rituals, chanting,| of life are seen to be complementary, and the teachings include many rituals, chanting,
chunk_0323| and tantric techniques. Much of the local Indian and Tibetan culture found its way into| and tantric techniques. Much of the local Indian and Tibetan culture found its way into
chunk_0324| the traditions of this branch. Ideas about tantra, chakras, and life energy found a comfortable| the traditions of this branch. Ideas about tantra, chakras, and life energy found a comfortable
chunk_0325| place beside the meditative teachings of the Buddha. Vajrayana emphasizes concentration during meditation.| place beside the meditative teachings of the Buddha. Vajrayana emphasizes concentration during meditation.
chunk_0326| and visualization techniques, the benefits which are said to carry over into future incarnations.| and visualization techniques, the benefits which are said to carry over into future incarnations.
chunk_0327| The famous Tibetan Book of the Dead, or Bhartothal, forms one part of this tradition. Many of the colorful rituals| The famous Tibetan Book of the Dead, or Bhartothal, forms one part of this tradition. Many of the colorful rituals
chunk_0328| and deities linked to earlier teachings were adapted to fit with the basic teachings concerning enlightenment.| and deities linked to earlier teachings were adapted to fit with the basic teachings concerning enlightenment.
chunk_0329| Zen Buddhism. Life and death are of supreme importance. Time swiftly passes by and I'm| Zen Buddhism. Life and death are of supreme importance. Time swiftly passes by and I'm
chunk_0330| opportunity is lost. Each of us should strive to awaken. Awaken. Take heed. Do not squander your| opportunity is lost. Each of us should strive to awaken. Awaken. Take heed. Do not squander your
chunk_0331| life. Dogen Zenji, this famous branch of Buddhism, is said to have originated in China| life. Dogen Zenji, this famous branch of Buddhism, is said to have originated in China
chunk_0332| with the teachings of the famous monk Bodhidharma. This form of teaching| with the teachings of the famous monk Bodhidharma. This form of teaching
chunk_0333| is less concerned with scriptural study and takes a more practical, meditative, and direct approach.| is less concerned with scriptural study and takes a more practical, meditative, and direct approach.
chunk_0334| The famous Zen masters, Zazen meditation and Satori belong to this branch. A special tradition| The famous Zen masters, Zazen meditation and Satori belong to this branch. A special tradition
chunk_0335| transmission outside the scriptures, no dependence on words and letters, direct pointing to the mind of man.| transmission outside the scriptures, no dependence on words and letters, direct pointing to the mind of man.
chunk_0336| into one's nature and attaining Buddhahood .| into one's nature and attaining Buddhahood .
chunk_0337| First and foremost, Zen is a practice rather than a theory. It does not concern itself so much with| First and foremost, Zen is a practice rather than a theory. It does not concern itself so much with
chunk_0338| the why, when, and where, as much as with the how-to of Buddhism. It is so| the why, when, and where, as much as with the how-to of Buddhism. It is so
chunk_0339| simple in fact, that many find it hard to grasp. Conditioned throughout life to study theory,| simple in fact, that many find it hard to grasp. Conditioned throughout life to study theory,
chunk_0340| ask rational questions and to understand the semantics of things, Zen comes as quite| ask rational questions and to understand the semantics of things, Zen comes as quite
chunk_0341| a shock to many people. The path to enlightenment cannot really be explained. It has to be experienced directly.| a shock to many people. The path to enlightenment cannot really be explained. It has to be experienced directly.
chunk_0342| Zen teachings have nothing to do with immortal souls and afterlife or God. The focus is on being present in the| Zen teachings have nothing to do with immortal souls and afterlife or God. The focus is on being present in the
chunk_0343| moment, not dreaming of some imaginary future. Buddhism in general| moment, not dreaming of some imaginary future. Buddhism in general
chunk_0344| does not require followers to have faith in anything that they cannot verify for themselves, this makes it extremely difficult| does not require followers to have faith in anything that they cannot verify for themselves, this makes it extremely difficult
chunk_0345| practical and logical. A big part of Zen teaching comes in the form of cones.| practical and logical. A big part of Zen teaching comes in the form of cones.
chunk_0346| These are short parables or stories containing deep truths. Zen students are meant to| These are short parables or stories containing deep truths. Zen students are meant to
chunk_0347| to ponder over these cones for a long time until the various subtle shades of meaning become clear. In a way, this| to ponder over these cones for a long time until the various subtle shades of meaning become clear. In a way, this
chunk_0348| parallels the mystery of nature, which similarly provides no direct answers, but draws us on to discover the| parallels the mystery of nature, which similarly provides no direct answers, but draws us on to discover the
chunk_0349| answers for ourselves. In Zen, one does not study| answers for ourselves. In Zen, one does not study
chunk_0350| of words and theories. Instead, students are encouraged to seek out the paradoxical nature of the truth for themselves. Kohnsor| of words and theories. Instead, students are encouraged to seek out the paradoxical nature of the truth for themselves. Kohnsor
chunk_0351| expertly crafted in order to provoke thought. Here are two short examples. What was| expertly crafted in order to provoke thought. Here are two short examples. What was
chunk_0352| your original face, the one you had before your parents gave birth to you, the stone mind.| your original face, the one you had before your parents gave birth to you, the stone mind.
chunk_0353| a Chinese Zen teacher, lived alone in a small temple in the country. One day, four trapped| a Chinese Zen teacher, lived alone in a small temple in the country. One day, four trapped
chunk_0354| monks appeared and asked if they might make a fire in his yard to warm themselves. While they were building the fire,| monks appeared and asked if they might make a fire in his yard to warm themselves. While they were building the fire,
chunk_0355| Ho-jin heard them arguing about subjectivity and objectivity. He joined them and said,| Ho-jin heard them arguing about subjectivity and objectivity. He joined them and said,
chunk_0356| a big stone do you consider it to be inside or outside your mind one of the monks replied from the| a big stone do you consider it to be inside or outside your mind one of the monks replied from the
chunk_0357| Buddhist viewpoint, everything is an objectification of mind| Buddhist viewpoint, everything is an objectification of mind
chunk_0358|" So I would say that the stone is inside my mind."" Your head must feel very heavy, observed Hojun, if you are"|" So I would say that the stone is inside my mind."" Your head must feel very heavy, observed Hojun, if you are"
chunk_0359| carrying around a stone like that in your mind. The simplicity and direct approach to the subject has found many fans in the West. It does not require much| carrying around a stone like that in your mind. The simplicity and direct approach to the subject has found many fans in the West. It does not require much
chunk_0360| nor any rituals or formulas. It simply is what it is. Sitting in meditation| nor any rituals or formulas. It simply is what it is. Sitting in meditation
chunk_0361| posture, the Zen student is led to experience mind directly, without any interference from the outside. Sitting quietly,| posture, the Zen student is led to experience mind directly, without any interference from the outside. Sitting quietly,
chunk_0362| the student simply lets go of the ego and unconscious mind and emerging with the reality of the here and now| the student simply lets go of the ego and unconscious mind and emerging with the reality of the here and now
chunk_0363| of the universe automatically follows. No bells and whistles, no strings attached.| of the universe automatically follows. No bells and whistles, no strings attached.
chunk_0364| Before enlightenment, chopping wood, carrying water. After enlightenment, chopping wood,| Before enlightenment, chopping wood, carrying water. After enlightenment, chopping wood,
chunk_0365| Wood carrying water. Meditation. It is like the lighted torch whose flame can be distributed| Wood carrying water. Meditation. It is like the lighted torch whose flame can be distributed
chunk_0366| ever so many other torches which people may bring along and therewith they will cook food and| ever so many other torches which people may bring along and therewith they will cook food and
chunk_0367| and dispel darkness, while the original torch itself remains burning| and dispel darkness, while the original torch itself remains burning
chunk_0368| Sutra of 42 Sections| Sutra of 42 Sections
chunk_0369| Go to my Buddha. All the different forms of Buddhism point to controlling or| Go to my Buddha. All the different forms of Buddhism point to controlling or
chunk_0370| as the pathway to peace, self-discovery, and happiness. By getting to know your own inner world better, and by examining| as the pathway to peace, self-discovery, and happiness. By getting to know your own inner world better, and by examining
chunk_0371| how we habitually think, fret, worry, and chatter away in our own heads, we are able to address the source of| how we habitually think, fret, worry, and chatter away in our own heads, we are able to address the source of
chunk_0372| suffering directly. We come to know that we are creating our own inner reality and that it is| suffering directly. We come to know that we are creating our own inner reality and that it is
chunk_0373| to gradually master this strange landscape. Most of us develop a| to gradually master this strange landscape. Most of us develop a
chunk_0374| way to manage our thinking, our moods, and our emotions. We learn from our parents and from the people around us to manage things in a more or| way to manage our thinking, our moods, and our emotions. We learn from our parents and from the people around us to manage things in a more or
chunk_0375| effective and acceptable way. These unconscious habits we develop make a huge difference in our day-to-day lives.| effective and acceptable way. These unconscious habits we develop make a huge difference in our day-to-day lives.
chunk_0376| They set the tone for our entire lives. The trouble is that it all happens in a context| They set the tone for our entire lives. The trouble is that it all happens in a context
chunk_0377| of sleep. We are not truly conscious that we are developing these habits and mental strategies.| of sleep. We are not truly conscious that we are developing these habits and mental strategies.
chunk_0378| We mimic others and hope for the best. On rare occasions, we might question ourselves inwardly, but it's| We mimic others and hope for the best. On rare occasions, we might question ourselves inwardly, but it's
chunk_0379| seldom leads anywhere. Some of us are taught various moral precepts to be good boys and girls.| seldom leads anywhere. Some of us are taught various moral precepts to be good boys and girls.
chunk_0380| but it is all concerned with outward actions and interaction with society. We grow up ignorant of the most important element in our lives—the| but it is all concerned with outward actions and interaction with society. We grow up ignorant of the most important element in our lives—the
chunk_0381| the inner world. World religions offer some guidance, but many people have turned away from these institutions| the inner world. World religions offer some guidance, but many people have turned away from these institutions
chunk_0382| they don't offer effective strategies to cope with life. They don't| they don't offer effective strategies to cope with life. They don't
chunk_0383| solve our problems. Going to a building and listening to a sermon isn't enough.| solve our problems. Going to a building and listening to a sermon isn't enough.
chunk_0384| Singing hymns, praying, and following ceremonial procedures feels a little empty to many people,| Singing hymns, praying, and following ceremonial procedures feels a little empty to many people,
chunk_0385| They crave something real, a direct experience of spiritual matters. What they find are just anecdotes.| They crave something real, a direct experience of spiritual matters. What they find are just anecdotes.
chunk_0386| empty words. Of course, this is not true of everyone. For a great many people, their religion| empty words. Of course, this is not true of everyone. For a great many people, their religion
chunk_0387| a place to find relief from the cruel world and all the troubles in life. By throwing their sin| a place to find relief from the cruel world and all the troubles in life. By throwing their sin
chunk_0388| and their cares onto the shoulders of the great religious organization, they feel unburdened.| and their cares onto the shoulders of the great religious organization, they feel unburdened.
chunk_0389| and safe. However, most Westerners are not used to meditation. It seems foreign to| and safe. However, most Westerners are not used to meditation. It seems foreign to
chunk_0390| unnatural, and many religious people seem to think that it opens unnatural doors to the mind, leaving one open| unnatural, and many religious people seem to think that it opens unnatural doors to the mind, leaving one open
chunk_0391| to demonic or other negative influences. By this logic, half of the Asian world should be| to demonic or other negative influences. By this logic, half of the Asian world should be
chunk_0392| stark raving mad. The truth is that meditation is the most| stark raving mad. The truth is that meditation is the most
chunk_0393| natural thing in the world. Instead of leaving the mind open to negative influences, it brings calm,| natural thing in the world. Instead of leaving the mind open to negative influences, it brings calm,
chunk_0394| balanced, and strength to the mind. It is refreshing and very healthy for the body.| balanced, and strength to the mind. It is refreshing and very healthy for the body.
chunk_0395| Modern science has discovered many benefits to the heart, circulatory system, and the nervous system that come| Modern science has discovered many benefits to the heart, circulatory system, and the nervous system that come
chunk_0396| from regular meditation. It is interesting that with all the advances in science| from regular meditation. It is interesting that with all the advances in science
chunk_0397| and technology, the mind remains a great mystery. Scientists have studied the structure of the brain| and technology, the mind remains a great mystery. Scientists have studied the structure of the brain
chunk_0398| and the nervous system, and psychologists have formulated theory after theory about what consciousness| and the nervous system, and psychologists have formulated theory after theory about what consciousness
chunk_0399| really is. The trouble with this study is that each of us has a very individualized experience of| really is. The trouble with this study is that each of us has a very individualized experience of
chunk_0400| of being alive and being conscious. How does one study this experience in a laboratory? Scientists can observe| of being alive and being conscious. How does one study this experience in a laboratory? Scientists can observe
chunk_0401| brainwave patterns in various regions of the brain that become more or less active. But as the| brainwave patterns in various regions of the brain that become more or less active. But as the
chunk_0402| experience itself, they have to rely on what the subject says about it. There is no way to test this very subjective,| experience itself, they have to rely on what the subject says about it. There is no way to test this very subjective,
chunk_0403| personal experience. It cannot be measured, quantified, or captured in a graph.| personal experience. It cannot be measured, quantified, or captured in a graph.
chunk_0404| It is noteworthy that in recent years mindfulness and awareness have become catchwords among| It is noteworthy that in recent years mindfulness and awareness have become catchwords among
chunk_0405| psychological circles. People involved in studying the mind have realized the great wisdom in what the Buddhists| psychological circles. People involved in studying the mind have realized the great wisdom in what the Buddhists
chunk_0406| said 2,500 years ago. The key to all this is to achieve a special state of mind, one where the mind reflects on its| said 2,500 years ago. The key to all this is to achieve a special state of mind, one where the mind reflects on its
chunk_0407| It involves a kind of willful, directed evolution of consciousness. The Buddhists studied meditation themselves.| It involves a kind of willful, directed evolution of consciousness. The Buddhists studied meditation themselves.
chunk_0408| techniques with his early teachers, but the breakthrough moment for him| techniques with his early teachers, but the breakthrough moment for him
chunk_0409| came when he sat all alone under the Bodai tree| came when he sat all alone under the Bodai tree
chunk_0410| and question his own inner space. By creating an absolute silence in the constant| and question his own inner space. By creating an absolute silence in the constant
chunk_0411| stream of mental chatter, it was possible to transcend normal states of mind and achieve direct, intuitive knowledge| stream of mental chatter, it was possible to transcend normal states of mind and achieve direct, intuitive knowledge
chunk_0412| of the truth. This is the basic aim of meditation. If you have never tried it before, investigate it for yourself.| of the truth. This is the basic aim of meditation. If you have never tried it before, investigate it for yourself.
chunk_0413| Pay attention to what is going on in your thinking and see if you can stop the chatter for a minute or two.| Pay attention to what is going on in your thinking and see if you can stop the chatter for a minute or two.
chunk_0414| that, simple as it is, it is actually incredibly difficult to truly manage| that, simple as it is, it is actually incredibly difficult to truly manage
chunk_0415| master your own thinking by means of willpower. Thoughts simply keep intruding and distractions are endless.| master your own thinking by means of willpower. Thoughts simply keep intruding and distractions are endless.
chunk_0416| More often than not, you will catch your mind off on a tangent of its own, following one association after the next.| More often than not, you will catch your mind off on a tangent of its own, following one association after the next.
chunk_0417| The Buddha taught a number of different methods to get to grips with this tendency of the mind. When our thoughts run away,| The Buddha taught a number of different methods to get to grips with this tendency of the mind. When our thoughts run away,
chunk_0418| way with us, we become anxious and distracted. Some people are more thoughtful than others,| way with us, we become anxious and distracted. Some people are more thoughtful than others,
chunk_0419| Some are more physical than others, and others prefer visual stimuli to sounds.| Some are more physical than others, and others prefer visual stimuli to sounds.
chunk_0420| Each of us has his own nature. The Buddha showed ways for each type of person to use specific tools to train and manage the mind.| Each of us has his own nature. The Buddha showed ways for each type of person to use specific tools to train and manage the mind.
chunk_0421| the source of all of our suffering. After meditation, everything remains as it was before except| the source of all of our suffering. After meditation, everything remains as it was before except
chunk_0422| everything has changed. For some, he recommended focusing| everything has changed. For some, he recommended focusing
chunk_0423| on objects, simple, colorful pictures, or natural things. For other| on objects, simple, colorful pictures, or natural things. For other
chunk_0424| Others, he advised, chanting and mantras, a more auditory tool| Others, he advised, chanting and mantras, a more auditory tool
chunk_0425| to bring quietude to the mind. In all forms of meditation, it is useful| to bring quietude to the mind. In all forms of meditation, it is useful
chunk_0426| useful to consider a few basic things in order to make the meditation more effective.| useful to consider a few basic things in order to make the meditation more effective.
chunk_0427| Place. Distractions are the number one enemy of effective meditation. Once you have| Place. Distractions are the number one enemy of effective meditation. Once you have
chunk_0428| have sufficiently developed your concentration, distractions will intrude on the practice| have sufficiently developed your concentration, distractions will intrude on the practice
chunk_0429| less and less. But in the beginning, it is useful to find a quiet, safe, and comfortable| less and less. But in the beginning, it is useful to find a quiet, safe, and comfortable
chunk_0430| comfortable place to meditate. Natural surroundings are better than man-made places, but not| comfortable place to meditate. Natural surroundings are better than man-made places, but not
chunk_0431| Not all of us are fortunate enough to have easy access to quiet natural surroundings. Posture| Not all of us are fortunate enough to have easy access to quiet natural surroundings. Posture
chunk_0432| It is possible to meditate in any posture, whether sitting, standing, or lying down, or even while working.| It is possible to meditate in any posture, whether sitting, standing, or lying down, or even while working.
chunk_0433| However, the classic meditation posture is the best in the long run. By sitting with your legs crossed,| However, the classic meditation posture is the best in the long run. By sitting with your legs crossed,
chunk_0434| the back straight, and the hands folded in your lap, you are able to naturally control the mind| the back straight, and the hands folded in your lap, you are able to naturally control the mind
chunk_0435| more easily. If this is not possible for you, you can use a chair or even lie down.| more easily. If this is not possible for you, you can use a chair or even lie down.
chunk_0436| Timing. In the beginning, five minutes a day will be enough, but as| Timing. In the beginning, five minutes a day will be enough, but as
chunk_0437| As you become more skilled at meditation, you will naturally want to extend your practice for longer and longer.| As you become more skilled at meditation, you will naturally want to extend your practice for longer and longer.
chunk_0438| The feeling of refreshment and tranquility you experience will naturally deepen your practice.| The feeling of refreshment and tranquility you experience will naturally deepen your practice.
chunk_0439| Try to meditate when others are either away or asleep. This will make it less intrusive to their lives and you will benefit from having no distractions.| Try to meditate when others are either away or asleep. This will make it less intrusive to their lives and you will benefit from having no distractions.
chunk_0440| Two of the most widely applicable and useful methods are to use the breath and to use loving-kindness| Two of the most widely applicable and useful methods are to use the breath and to use loving-kindness
chunk_0441| meditation. Let's look at these two in a little more detail to get an idea about what meditation| meditation. Let's look at these two in a little more detail to get an idea about what meditation
chunk_0442| is all about. Mindfulness of breathing. As the name implies,| is all about. Mindfulness of breathing. As the name implies,
chunk_0443| This meditation uses the breath as a tool to focus the mind.| This meditation uses the breath as a tool to focus the mind.
chunk_0444| This is a basic starting point to meditation and the Buddha himself used the form of this meditation when he became| This is a basic starting point to meditation and the Buddha himself used the form of this meditation when he became
chunk_0445| enlightened. Loving-kindness meditation adds another element to the basic starting point. As one meditates on the| enlightened. Loving-kindness meditation adds another element to the basic starting point. As one meditates on the
chunk_0446| especially in the beginning, the mind keeps wandering and each time it does, you simply bring your focus back to the sensation of breathing.| especially in the beginning, the mind keeps wandering and each time it does, you simply bring your focus back to the sensation of breathing.
chunk_0447| Simply following the breath as it enters and leaves your body again, your mind slowly settles down.| Simply following the breath as it enters and leaves your body again, your mind slowly settles down.
chunk_0448| becoming calm and focused, and the whole body begins to enter| becoming calm and focused, and the whole body begins to enter
chunk_0449| a very deep, tranquil state of relaxation. For someone new to this,| a very deep, tranquil state of relaxation. For someone new to this,
chunk_0450| The relaxation might be something that you've quite forgotten was possible, and years of tension will begin to unknock| The relaxation might be something that you've quite forgotten was possible, and years of tension will begin to unknock
chunk_0451| itself from your head and shoulders. To start off with, it is useful to count each inhalation.| itself from your head and shoulders. To start off with, it is useful to count each inhalation.
chunk_0452| This is simply a way to keep the mind concentrated on only one thing, and there is no real benefit in holding your breath| This is simply a way to keep the mind concentrated on only one thing, and there is no real benefit in holding your breath
chunk_0453| for a long time or exhausting yourself trying to regulate the breath. Simply breathe naturally and concentrate on keeping| for a long time or exhausting yourself trying to regulate the breath. Simply breathe naturally and concentrate on keeping
chunk_0454| keeping the mind from wandering. As you progress in this meditation technique, you will slowly develop more and more skills| keeping the mind from wandering. As you progress in this meditation technique, you will slowly develop more and more skills
chunk_0455| at quieting the mind and you'll start to enjoy very deep peaceful moments of complete calm.| at quieting the mind and you'll start to enjoy very deep peaceful moments of complete calm.
chunk_0456| This is the mind and the body's natural state, and the peace that you experience is simply there waiting to be exhaled.| This is the mind and the body's natural state, and the peace that you experience is simply there waiting to be exhaled.
chunk_0457| accessed. There is nothing unnatural or supernatural about it, but rather, as you progress in meditation, you naturally| accessed. There is nothing unnatural or supernatural about it, but rather, as you progress in meditation, you naturally
chunk_0458| find a sense of enjoyment in the most mundane things, the sunlight, the wind,| find a sense of enjoyment in the most mundane things, the sunlight, the wind,
chunk_0459| or the sky. Your eyes become open to the natural wonders surrounding us, and you are able to savor each moment simply for what it is.| or the sky. Your eyes become open to the natural wonders surrounding us, and you are able to savor each moment simply for what it is.
chunk_0460| A little bit of this peace and calm follows you throughout your day.| A little bit of this peace and calm follows you throughout your day.
chunk_0461| and the serenity can be made more and more continuous. There is no need for theory, belief in any| and the serenity can be made more and more continuous. There is no need for theory, belief in any
chunk_0462| or knowledge of any kind at all. The body and breath itself become the teachers, and the reality itself the textbook.| or knowledge of any kind at all. The body and breath itself become the teachers, and the reality itself the textbook.
chunk_0463| book. As you are engaged in your meditation, the mind will continue to try to go its own way. You might experience| book. As you are engaged in your meditation, the mind will continue to try to go its own way. You might experience
chunk_0464| itches or feel uncomfortable. The challenge is to withstand all these distractions and stay completely focused.| itches or feel uncomfortable. The challenge is to withstand all these distractions and stay completely focused.
chunk_0465| With each small victory, your piece will gain depth and your concentration will grow.| With each small victory, your piece will gain depth and your concentration will grow.
chunk_0466| It is written, Mindfully he inhales, mindfully he exhales. 1. When making a long inhalation,| It is written, Mindfully he inhales, mindfully he exhales. 1. When making a long inhalation,
chunk_0467| he knows, I make a long inhalation. When making a long exhalation,| he knows, I make a long inhalation. When making a long exhalation,
chunk_0468| he knows I make a long exhalation. Two would make a long exhalation.| he knows I make a long exhalation. Two would make a long exhalation.
chunk_0469| a short inhalation, he knows, I make a short inhalation. When making a short exhalation,| a short inhalation, he knows, I make a short inhalation. When making a short exhalation,
chunk_0470| He knows. I make a short exhalation. 3. Clearly, I am not breathing.| He knows. I make a short exhalation. 3. Clearly, I am not breathing.
chunk_0471| perceiving the entire breathing process, i.e., the beginning, middle, and end, I will inhale thus| perceiving the entire breathing process, i.e., the beginning, middle, and end, I will inhale thus
chunk_0472| he trains himself, clearly perceiving the entire breathing process. I will exhale, thus he trains himself.| he trains himself, clearly perceiving the entire breathing process. I will exhale, thus he trains himself.
chunk_0473| 4. Calming the respiration. I will inhale, thus he trains himself.| 4. Calming the respiration. I will inhale, thus he trains himself.
