File_Name,Transcription,Normalized_Transcription
chunk_123.wav,{'text': ' No fields bordered it. No dwelling anywhere. Not so much as the barking of a dog suggested human habitation. The black bodies of the trees formed a straight wall'},{'text': ' No fields bordered it. No dwelling anywhere. Not so much as the barking of a dog suggested human habitation. The black bodies of the trees formed a straight wall'}
chunk_124.wav,"{'text': ' on both sides, terminating on the horizon in a point, like a diagram in a lesson in perspective. Overhead, as he looked up through this rift in the wood,'}","{'text': ' on both sides, terminating on the horizon in a point, like a diagram in a lesson in perspective. Overhead, as he looked up through this rift in the wood,'}"
chunk_125.wav,{'text': ' shown great golden stars looking unfamiliar and grouped in strange constellations. He was sure they were arranged in some order which had a secret'},{'text': ' shown great golden stars looking unfamiliar and grouped in strange constellations. He was sure they were arranged in some order which had a secret'}
chunk_126.wav,"{'text': ' and malign significance. The wood on either side was full of singular noises, among which, once, twice, and again, he distinctly heard whispers'}","{'text': ' and malign significance. The wood on either side was full of singular noises, among which, once, twice, and again, he distinctly heard whispers'}"
chunk_127.wav,"{'text': ' an unknown tongue. His neck was in pain, and lifting his hand to it he found it horribly swollen. He knew that it had a circle of black where the rope had'}","{'text': ' an unknown tongue. His neck was in pain, and lifting his hand to it he found it horribly swollen. He knew that it had a circle of black where the rope had'}"
chunk_128.wav,{'text': ' bruised it. His eyes felt congested. He could no longer close them. His tongue was swollen with thirst. He relieved its fever by thrusting it forward from'},{'text': ' bruised it. His eyes felt congested. He could no longer close them. His tongue was swollen with thirst. He relieved its fever by thrusting it forward from'}
chunk_129.wav,"{'text': ' between his teeth into the cold air, how softly the turf had carpeted the untraveled avenue. He could no longer feel the roadway beneath his feet.'}","{'text': ' between his teeth into the cold air, how softly the turf had carpeted the untraveled avenue. He could no longer feel the roadway beneath his feet.'}"
chunk_130.wav,"{'text': ' Doubtless, despite his suffering, he had fallen asleep while walking. For now he sees another scene. Perhaps he was merely recovered from a delirium.'}","{'text': ' Doubtless, despite his suffering, he had fallen asleep while walking. For now he sees another scene. Perhaps he was merely recovered from a delirium.'}"
chunk_131.wav,"{'text': ' He stands at the gate of his own home. All is as he left it, and all bright and beautiful in the morning sunshine. He must have traveled the entire night.'}","{'text': ' He stands at the gate of his own home. All is as he left it, and all bright and beautiful in the morning sunshine. He must have traveled the entire night.'}"
chunk_132.wav,"{'text': ' As he pushes open the gate and passes up the wide, white walk, he sees a flutter of female garments. His wife, looking fresh and cool and sweet,'}","{'text': ' As he pushes open the gate and passes up the wide, white walk, he sees a flutter of female garments. His wife, looking fresh and cool and sweet,'}"
chunk_133.wav,"{'text': ' steps down from the veranda to meet him. At the bottom of the steps, she stands waiting, with a smile of ineffable joy. In added'}","{'text': ' steps down from the veranda to meet him. At the bottom of the steps, she stands waiting, with a smile of ineffable joy. In added'}"
chunk_134.wav,"{'text': ' Ah, how beautiful she is. He springs forward with extended arms. As he is about to clasp her, he is able to grab her by the hands.'}","{'text': ' Ah, how beautiful she is. He springs forward with extended arms. As he is about to clasp her, he is able to grab her by the hands.'}"
chunk_135.wav,{'text': ' He feels a stunning blow upon the back of the neck. A blinding white light blazes all about him with a sound like the shock of a cannon.'},{'text': ' He feels a stunning blow upon the back of the neck. A blinding white light blazes all about him with a sound like the shock of a cannon.'}
chunk_136.wav,"{'text': ' then all is darkness and silence. Payton Farquhar was dead. His body, with a broken neck, swung gently from side'}","{'text': ' then all is darkness and silence. Payton Farquhar was dead. His body, with a broken neck, swung gently from side'}"
chunk_137.wav,{'text': ' Thank you for joining us.'},{'text': ' Thank you for joining us.'}
chunk_138.wav,"{'text': ' If you enjoyed the narration, please subscribe to my channel.'}","{'text': ' If you enjoyed the narration, please subscribe to my channel.'}"
chunk_139.wav,{'text': ' channel and leave any comment that you deem necessary. Thank you.'},{'text': ' channel and leave any comment that you deem necessary. Thank you.'}
